id,focus,signal,slack,drag,confidence,score,lane
l001,terminal width,35,33,6,25,174,watch
l002,argument risk,35,34,6,55,236,ship
l003,report density,35,35,6,85,298,ship
l004,file span,35,36,18,25,156,watch
l005,terminal width,35,37,18,55,218,ship
l006,argument risk,35,38,18,85,280,ship
l007,report density,35,39,34,25,130,watch
l008,file span,35,40,34,55,192,watch
l009,terminal width,35,41,34,85,254,ship
l010,argument risk,60,42,6,25,242,ship
l011,report density,60,43,6,55,304,ship
l012,file span,60,44,6,85,366,ship
l013,terminal width,60,45,18,25,224,ship
l014,argument risk,60,46,18,55,286,ship
l015,report density,60,47,18,85,348,ship
l016,file span,60,48,34,25,198,watch
l017,terminal width,60,32,34,55,226,ship
l018,argument risk,60,33,34,85,288,ship
l019,report density,85,34,6,25,276,ship
l020,file span,85,35,6,55,338,ship
l021,terminal width,85,36,6,85,400,ship
l022,argument risk,85,37,18,25,258,ship
l023,report density,85,38,18,55,320,ship
l024,file span,85,39,18,85,382,ship
l025,terminal width,85,40,34,25,232,ship
l026,argument risk,85,41,34,55,294,ship
l027,report density,85,42,34,85,356,ship
